Shop name,Review,Stars,Date,Country
Penny & Twitch,"Plug in SEO (and Daniel) went above and beyond to maximize the SEO potential of my site; they are efficient, ask great clarifying questions, and work with you to get the job done to your satisfaction. I cannot recommend them highly enough. I would use them again without question -- and I am hard to impress!",5,24-Jun-13,United States
Asa Clothing Co,"This SEO app helped to to find small seo issues with my ecommerce website that I was not aware of!
www.asaclothingco.com",5,20-Sep-16,United States
Gift Basket Hampers and Candy Bouquets,Great App.  Quick and Easy Tool to use.  Daniel is great to work with.  He was quick to respond to my questions and concerns.,5,1-May-13,Canada
Barnaby Co,"Very helpful app, really easy to set up and go.",5,5-Sep-16,United Kingdom
RoyalTouchLondon,"Great service and prompt customer service. Highly recommend, seek help & your issues will be fixed. 31/08/22: I have tried emailing help@pluginseo.com for cancelling the service but email bounces, no alternative message or how to cancel. Difficult to uninstall. Disappointed:(",5,"Edited August 31, 2022",United Kingdom
Lacy Products And Services,Directions so simple even I could understand! This app is easy to use and takes the worry out of SEO. www.lacyps.com is good to go thanks to Plug in SEO.,5,11-Dec-17,United States
Yourturnkeystore 203,Great supportive app for the store.,5,23-Oct-16,United States
PJs Sleep and Home,I used this app to help me do x. I really like how it does y. It would be nice if it did  z better.,5,21-Jun-19,United States
SanCro Firenze,"Love this app. It works very well and helps you to fix a lot of small and big problems about the SEO, even if you are not (and i'm not!) and expert on this kind of things. Strongly recommended.",5,25-Feb-15,Italy
Circular Logic,"This app is great. It has already helped me improve my traffic and sales potential within hours of installation, and configuration, which was simple might I add.",5,29-Sep-16,United States
Starburst Interiors Limited,I was having a few issues accessing reports so I contacted the support team. Libby was so helpful and did the set up for me and also gave me advice in other areas too. Would highly recommend this app for any store owner,5,"Edited October 28, 2023",United Kingdom
Wirelesslamp,Great app and an essential for every store,5,22-Nov-17,Switzerland
Van Martin Candles,"It's super easy, helpful and informative. Thanks! :D",5,9-Jul-16,United States
Weartf,"So far so good. And it is free
www.weartf.com",5,4-Nov-16,United States
LimeTrace,A very effective application for improving your website traffic. I'm very happy with its performance and the increase in traffic I've seen in such a short period of time. Thoroughly recommended!!,5,5-May-13,United Kingdom
Sonic Scenarios,"So far, so good - helped me find a problem I didn't know about!",5,22-Oct-16,United States
Made To Play,Very helpful with helping my shop get noticed. Glad I installed it!,5,14-Jun-17,Australia
Natures Treat 2,Thank you so much for this very useful and awesome app! Really helped our store a lot! Keep it up!,5,19-Oct-15,Malaysia
Magscapetest,Great service from friendly team.,5,2-Feb-17,United Kingdom
Ventures Deals,Easy setup and effective. It helped me to identify and solve several SEO and HTTP issues in my store. Great!,5,24-Oct-16,United States
Marseille Soap Company  Holiday Sales 20-50% off,Plugin Seo is a great app. easy to sign up and the respond is like magic. I got the basic package and Daniel is very helpful. He answers all my questions and you know he will take care of everything. I like to Thank you Daniel for all your help.,5,17-Dec-13,United States
Im Fabulous Cosmetics 2,Love this fantastic app and great for all website owners out there!,5,29-Sep-16,United States
Don White Artdreamer,"I am very happy with Plug in SEO!  I was not confident about installing myself so they did it for me, free of charge!  So awesome!",5,"Edited February 21, 2018",United States
Baby Hero,"Super easy, fast and helpful. Must get tool.",5,1-Oct-17,United Kingdom
Bella Bella Boutique,It was a pleasure working with Divya and Aiza. They are very professional and lovely. All the SEO were implemented and looking forward to hire their services again as needed.,5,14-Mar-21,United States
Ibs Formula,"Just downloaded this last week, ran the analysis and got right to work on our Shopify store at https://www.ibsformula.com
I learned a lot about how to optimize my blog for SEO.  Great app!",5,12-Sep-16,United States
Monagstore,"Five Stars.
This app help me to fix some seo problems",5,22-Jan-18,United States
SNOWYZ,"I like this app, but sometime I am still confuse to fix my website even I follow the instruction, so I hope this app can be better",5,29-Oct-21,United States
Myshoply,"This app is very useful, you can rely on it.",5,17-Oct-16,United States
Herbal Balance For Life,Super app for beginning SEO managers that need a little advice on a website's SEO problems.,5,26-Feb-17,United States
Force Flyers,"As advertised, works great, easy install - very helpful.",5,19-Aug-17,United States
Tiem Athletic,"If you come into the process without any knowledge of SEO best practices, this app does a great job of alerting you to errors that could potentially damage your page rank. Super helpful.",5,17-Oct-17,United States
Celeb Gear,Awesome App!  Totally Recommend,5,19-Jun-17,United States
Instant Famous - Grow your Social presence today,Until now working good the results on Google also are the best. Before using Plug in Seo we don't have seen good results on search engines. We will continue using this plugin on our shop. Great tool for SEO,5,25-Apr-14,Germany
Ourxant,"I just have used this app, exploring the options and ways for improve my page SEO, ay this momento all OK. hope to refresh the review soon.",5,3-Jan-22,Mexico
Bartechcome,Very usable and understandable app compared to others flooding the web . definitely helped our site bartechco.com,5,23-Oct-16,United Arab Emirates
The White Gown Bridal Boutique,"This app has help me improve my SEO. Also did complete SEO fix, and have noticed improvement in traffic soo far.",5,11-Mar-20,United States
Snake Power,Utile for shop! I recommend for new shop! Thanks,5,12-Nov-17,France
Terenceblogstore,ease of use is so important. thanks!,5,29-Apr-18,Singapore
Itzoo,"Handy too to check your shop seo, worth the install.",5,28-Jul-15,United Kingdom
Diamonds N Diamonds,"Very useful, and very quick service. Would really recomend this APP if u want to improve ur SEO in ur website!!",5,"Edited April 16, 2021",Spain
Party Cake Toppers,"Helpful, easy to understand, great for people with no expert knowledge of SEO. Thank you developers.",5,10-Aug-17,United Kingdom
Darias Health Shop,Plug inSEO is a good App which had been detecting all the problems I had in my shop. Thanks for making a good app as this.,5,7-May-16,United Kingdom
Go Bloom Glow,Great SEO app for my Shopify store. So far so good!,5,17-Aug-18,Philippines
Lightcharms,Awesome.  love this app.  works like a charm,5,4-Mar-18,United States
GeekReboot,Great SEO app. Merchants should consider installing it to help boost web presence. I will be using it.,5,"Edited June 19, 2019",Singapore
Red Rocket Hobby Shop,Great app and very useful! I recommend it to other Shopify sellers.,5,11-Feb-16,United States
Shopify SEO,"This app is perfect for a new store owner that does not know too much about SEO. I recommend this app for all of my SEO clients, and they really seem to like it. This app really helps you arrange your content in an SEO friendly manner.",5,"Edited March 31, 2015",United States
Maisone Felice,"Very helpful 
Thanks  plug-in seo 
Perfect app",5,17-Feb-17,Belgium
Watzos,muy útil y fácil de entender. seguro nos va a ayudar,5,10-May-18,United States
Papyon.be,Provide some detail about what you did or did not enjoy about using this app. Your comments can help other merchants decide whether to use this app.,5,5-Jun-20,Belgium
Brimmz Hats,this was the best app! I had no idea what SEOs were and it helped me through every step. I needed seo to finish my trademark and show proof of analytics and this helped a ton!,5,9-Dec-19,United States
Cutlass By Pesanteur,"Great app for a quick and dirty SEO analysis, with awesome tips for how to improve your search rankings. This is definitely a must download for those just starting their Shopify stores and those who've been managing a store for quite a while!",5,18-Oct-16,United States
